353	s12245-014-0040-5-2	where is the calcification located (arrow)?	along the atrioventricular groove
354	JCDR-3-236-g005	what does the ct scan of the brain show?	bilateral cerebral abscesses
355	1757-1626-3-61-3	what does the ct thorax show?	features suggestive of necrotizing pneumonia
356	AIAN-15-158-g003	what structure is the mass compressing?	left cavernous sinus
357	JETS-8-119-g002	where does the ct image demonstrate calcification?	in the region of c3-c4 vertebra
358	1752-1947-4-45-1	what does ct scan demonstrate?	mass in the liver
359	13017_2015_6_Fig1_HTML	what does the chest ct show?	lung consolidation with patchy opacities
360	1865-1380-5-34-2	what does the ct show?	subarachnoid and intraventricular hemorrhage
361	jcp074104.f1	what does ct show?	a solid and cystic mass in the gastric antrum
362	er-3-2-70-5f2	is this a normal brain mri?	yes
363	1749-8090-5-115-4	what does the chest mri show?	iso-intense mass with an unclear rim
364	1532-429X-12-1-1	what does the axial view of pet ct scan image demonstrate?	a large hypermetabolic in the posterior mediastinum
365	JNRP-1-23-g002	what does mri brain show?	obliteration of the transverse sinus
366	LI-26-95-g003	what does the CT scan of the chest show?	a crescent shaped lucency with in the right middle lobe
367	SNI-5-427-g001	what does the axial ct demonstrate?	pneumocephalus
368	1477-7819-3-62-2	what does the mri show?	cystic and solid lesion
369	asj-1-102-g003	what does the ct scan show?	thecal sac compression
370	isd-42-111-g004	what does the 3d ct reconstruction image show?	destruction of the right maxilla, hard palate, and maxillary alveolar ridge
371	AJNS-8-97-g008	what does the mri t2 weighted sagittal and axial images show?	Anterior deviation of the spinal cord
372	JGID-7-122-g004	what does axial ct show?	a cyst in the left temporalis muscle
373	1746-1596-8-134-1	where does the ct scan reveal?	bronchiolectasis in the bilateral lower lobes
374	IJNL-12-069-g001	what does the sagittal t2 cervical magnetic resonance imaging show?	iron deposition in the spinal cord
375	1752-1947-5-342-2	where is the uptake located?	spinal canal at C2-C3 level
376	1758-3284-3-37-3	what does the axial ct scan show?	an infiltrating tumor in the left orbit
377	1757-1626-3-57-2	what is this ct scan showing?	large colon
378	ccr30002-0159-f2	what is this ct scan showing?	whirl sign of small bowel volvulus
379	AJNS-9-108-g003	what does the ct scan show?	herniation of temporal lobe
380	crg-0008-0061-g02	where is the mass with heterogeneous enhancement located?	in the hepatogastric ligament
381	1746-1340-16-8-3	what does ct of the chest reveal?	a large mass in the right upper lobe of the lung
382	kju-52-498-g001	what do the abdominal ct scans show?	bilateral renal masses
383	1749-7922-2-34-1	what does the ct image show?	bilateral popliteal artery aneurysms
384	WJNM-10-20-g003	does the lesion demonstrate any significant enhancement?	no
385	cro-0007-0065-g01	what does the chest contrast enhanced ct show?	mediastinal tumor
386	jkms-23-142-g001	Is the pancreas infiltrated by a tumor or fat?	fat
387	rju12901	what anatomical region is shown in the ct scan?	abdomen
388	IJPD-23-121-g002	where does the contrast enhanced ct scan show?	twisted appearance of volvulus of midgut
389	1752-1947-5-342-3	where is the uptake located?	spinal canal
390	1757-1626-0002-0000008070-003	Is there fluid in the right hemithorax?	yes
391	1471-2334-11-358-1	what condition is visible in the lungs ?	none
392	1477-7819-8-74-2	what is the diameter of the tumor?	10 mm
393	rju09202	what does the abdominal ct show ?	tumor enhancement
394	FVVinObGyn-3-135-149-g008	what is this MRI showing?	an enlarged retrocerebellar space, cerebellar hypoplasia and upward displacement of the tentorium
395	1757-1626-2-9341-2	what does volume rendering reformatted ct image show?	osteochondral lesion
396	gou017f2	what abnormality is associated with the lesion?	calcification
397	IJPC-15-159-g001	Is the cerebral edema localized or extensive?	extensive
398	1752-1947-6-43-2	where does the axial magnetic resonance imaging show hyperintense areas?	cerebellar white matter
399	JNRP-4-138b-g003	Is there an epidural lesion in this ct brain image?	no
400	1477-7819-9-165-1	what does the abdominal ct scan reveal?	an infiltrating mass
401	1757-1626-0002-0000008585-002	what does the ct show?	tumor located in the anterior part of the bladder
402	1865-1380-5-34-1	what does the ct show?	pneumocephalus
403	kjp-23-137-g003	where is the cannular tip located in the ct image ?	junction of superior articular process and transverse process
404	AJNS-8-97-g009	what does the mri t2 weighted sagittal and axial images show?	anterior displacement and herniation of the spinal cord
405	cop0002-0343-f02	what does axial contrast enhanced ct scan of the head show?	a lesion in the dorsal pons
406	JRMS-14-135-g003	what is the anatomical region in this CT scan?	the wrist
407	practneurol-2015-001087f06	what is shown in the weighted mri (arrow)?	a small bleed
408	AIAN-15-158-g003	what does the magnetic resonance imaging of the brain axial, saggital and coronal sections show?	homogenous cystic mass on the sphenoid bone
409	medi-94-e446-g001	what does the hip mri reveal?	subtrochanteric fracture
410	1752-1947-5-298-2	what does the contrast enhanced ct scan of the upper abdomen show?	large mass in the left retroperitoneal space
411	LI-32-395-g002	what does the ct chest show?	bilateral scattered ground glass opacities
412	tropmed-87-381-g001	what does the magnetic resonance imaging show?	multiple degenerating cysticerci
413	1477-7819-9-165-1	where does abdominal ct scan reveal an infiltrating mass?	lower portion of the left kidney
414	PG-9-22319-g002	what does the ct scan show?	enlarged liver
415	1752-1947-5-362-1	what does the ct of the chest show?	opacity in the middle lobe of the right lung
416	arm-35-939-g002	what do the t2 weighted mri images show?	mild diffuse brain atrophy
417	1746-1596-8-113-1	what does magnetic resonance imaging show?	an irregularly lobulated mass in the left parotid gland
418	kjhbps-16-75-g001	what does the mass show?	fluid level
419	cro-0006-0472-g03	what does the mri demonstrate (arrow)?	an oval mass in the right masseter muscle
420	1532-429X-12-1-1	what condition does this mass represent?	paraganglioma
421	1752-1947-6-172-1	what are the lesions located?	throughout the brain
422	tcrm-11-1291Fig1	what is detected by chest ct?	tracheobronchial foreign body
423	JMedLife-04-189-g004	what do the 3d ct images show?	post-stenotic dilatation and hypoplastic abdominal aorta
424	rb-48-03-0166-g08	what does the sagittal reconstruction of ct nephrographic phase image show?	multilocular cystic renal cell carcinoma
425	rb-48-03-0166-g08	what organ is demostrated in the sagittal reconstruction of ct nephrographic phase image?	kidney
426	SNI-2-31-g009	what does the ct image show?	right pedicle blunt pin in-situ
427	JETS-8-119-g001	At what vertebral level is the calcification of the longus colli muscle found?	second cervical vertebra
428	IJCCM-15-134-g003	what does the contrast-enhanced abdominal ct scan show?	a large hematoma at the duodenal wall
429	1749-8090-9-39-1	what does the ct angiography show?	massive left pulmonary artery embolism
430	12245_2015_64_Fig2_HTML	what does the ct image show (white arrow)?	dislocated lens
431	1754-9493-5-2-5	what does the ct show?	sclerosis of the right sacroiliac joint
432	JPN-5-59-g012	what does the screening magnetic resonance imaging of the brain show?	a non-neoplastic hamartomatous lesion
433	IJRI-18-313-g003	what does ct scan of the neck show?	absence of the right lobe of the thyroid
434	ijcpd-06-109-g005	what does ct axial section show?	multilocular lytic lesion in the right mandible
435	kjim-19-1-62-12f1	what does the abdominal CT scan show?	well-defined mass in the left kidney
436	PG-9-22319-g002	Does the ct scan show reduced hepatic perfusion?	yes
437	IJRI-20-195-g002	what anatomical structure shows hyperintensity in this axial t2w mri of the brain?	corpus callosum
438	AJNS-6-116-g003	what does mri brain t1 flair sequence show?	altered signal intensity in cisterns around the brainstem
439	JNRP-3-95-g002	what does the contrast enhanced axial ct image show?	contrast enhancement on the right side of the head
440	SAS-1-2007-0114-CR-g002	where is the spinal stenosis visible?	C4-C5 and C6-C7 levels
441	JCIS-1-51-g017	what does the axial ct show?	pericardial thickening
442	IJO-60-321-g002	what does the non-contrast ct show?	a hypodense lesion
443	SNI-2-31-g008	what does the mri show?	 dumbbell tumor
444	tisb-2-e29431-g1	where are the nodules of neurons ectopically situated (arrows)?	lateral ventricules
445	IJRI-21-176-g005	what does the axial contrast enhanced ct scan show?	multiple peritoneal masses
446	13075_2015_698_Fig4_HTML	what can be observed in the ct (arrows)?	bilateral enlargement of the accessory parotid glands and main parotid glands
447	1749-8090-5-115-3	what does the chest mri show?	iso-intensity of the mass
448	JMP-38-41-g001	what does the magnetic resonance imaging show?	a retroverted uterine corpus
449	Tanaffos-13-043-g002	what does the white arrow show through foramen magnum?	herniation of cerebellar tonsils
450	SaudiMedJ-36-252-g001	what is the abdominal ct revealing?	marked distention and air-fluid levels in the sigmoid colon
451	cro-0007-0065-g01	what is the tumor associated with?	lymph node enlargement
452	1865-1380-5-34-1	what does the ct show?	a left orbital roof fracture
453	IJRI-23-258-g006	what is visible in the peritoneal cavity (black arrow)?	free fluid
454	IJSS-4-102-g003	what does the mri images of the left shoulder show?	an anteroinferior dislocation
455	medi-94-e446-g001	what structure has the abnormality (arrow)?	right femur
456	jocmr-03-52-g002	what does contrast enhanced axial t1 weighted mri show?	a hypointense cystic mass
457	cro-0005-0030-g02	what does ct show?	lung infiltrative processes
458	IndianJOphthalmol-56-327-g002	what condition does the mri show (arrow)?	sagittal sinus thrombosis
459	1746-1340-16-8-4	who does the ct of the chest reveal?	cortical lucency in the right scapula
460	kjh-47-163-g010	what does contrast enhanced chest ct scan show?	matted lymphadenopathy in anterior mediastinum
461	can-7-374fig1	where is the mass located?	left pre-auricular region
462	1757-1626-2-9325-3	what does the lumbar spine mri show (arrow)?	an encapsulated ovoidal retroperitoneal mass
463	IJU-29-142-g003	what anatomical structure crosses between the uteri?	rectum
464	kjim-20-177-g003	what does the Chest CT show?	pericardial effusion with pulmonary edema and atelectasis
465	asj-1-102-g003	does the ct scan show destruction of bone or paravertebral absecess?	no
466	1752-1947-4-45-1	could this mass be an abscess?	yes
467	IJU-29-142-g003	what structure does the uteri open into?	the urinary bladder
468	2047-783X-18-7-1	is there thickening of the pleura bilaterally?	yes
469	jsls-7-2-159-g02	what does the ct of the abdomen demonstrate?	thickened duodenum and diffuse fat stranding
470	JETS-3-292-g002	what does the ct scan show?	fracture of c2 vertebra
471	IJEM-17-111-g003	what kind of image is this?	contrast sagittal mri
472	IJRI-21-215-g001	what kind of ct scan view is this?	axial
473	kjr-8-120-g004	what does the mass show (arrowheads)?	necrosis in the solid portion
474	IJEM-16-304-g002	what does the saggital section mri show?	pituitary macroadenoma
475	1476-7120-8-33-3	what is demonstrated in the ct images?	compression of the left pulmonary vein
476	AIAN-15-23-g007	what does the mri show?	pachymeningitis
477	IDOJ-4-43-g003	what does the mri show?	altered signal around left sacroiliac joint
478	medi-94-e540-g001	what does the ct image show?	pneumonia-like consolidation
479	ATM-02-80-g001	what does the thorax ct demonstrate?	patchy and nodular infiltrations
480	JPN-6-152-g001	what does the mid sagittal mri show?	sellar mass
481	1865-1380-5-34-2	what does the ct show?	pneumocephalus
482	JCIS-5-18-g011	what do the fibroids demonstrate?	loss of enhancement
483	medi-94-e861-g002	where is the fluid collected in the ct image?	the right elbow joint and forearm
484	1757-2215-6-27-2	which organs are displaced anteroinferiorly by the mass?	uterus and the sigmoid colon
485	1477-7819-2-41-1	where is the mass located?	close to the thoracic inlet
486	DRJ-8-114-g004	where is the mass located?	in the submandibular space
487	40064_2014_1009_Fig3_HTML	Is the mass on the right side of the heart?	yes
488	SNI-3-26-g003	what does the sagittal t2 mri image of thoracic spine demonstrate?	syringomyelia and atrophy of thoracic cord
489	jkms-21-958-g001	where are the hyperintense lesions located?	lower brainstem and cervical spinal cord
490	cancers-03-01253f2	what abnormality is associated with the lesion (black arrow)?	infiltration of the portal vein
491	IJO-60-321-g002	where is the hypodense lesion located?	right parieto-occipital region
492	IJMR-141-129-g001	what does the ct abdomen show?	herniation of the left lobe of the liver
493	cnd-0005-0145-g03	what does the enhancement ct show?	mesenteric ischemia
494	kjim-18-1-45-8f2	what is the measure of the mass in diameter?	about 6 cm
495	IJCCM-13-163-g002	what is the CT pulmonary angiography scan suggesting?	pulmonary embolism
496	can-8-464fig1	what does the axial ct scan show?	a solid mass in the right axilla
497	crg-0006-0260-g01	what does the ct image show?	mediastinal emphysema
498	ndtplussfq203f01_ht	what does the mri peritoneography demonstrate?	large fluid collection
499	JCIS-5-18-g011	what type of image is this?	MRI
500	1746-1340-16-8-3	what does the ct of the chest reveal?	mediastinal and hilar adenopathy
