833	OL-08-06-2741-g03	what does coronal gadolinium enhanced t1 weighted fat suppressed magnetic resonance image show significant enhancement of at the pancreas head and uncinate process?	of the mass
834	1746-160X-7-20-2	what do preoperative ct and mri scans show?	the heterogeneous lesion in the right mandible with no vascular signs
835	1749-799X-1-11-1	what shows thickening and pathological appearance of the acl?	a sagittal t2 weighted mri
836	PAMJ-17-158-g002	what shows bilateral and symmetric hyperintensity of striatum and hyperintensity of the right insular cortex on flair image?	brain mri
837	ijcn-8-001-g002	what demonstrates bilateral zones of subcortical white matter hypersignal in the posterior frontal and occipital lobes?	flair mri
838	kjhep-17-71-g002	what is causing extrinsic compression of the intrahepatic part of the inferior vena cava?	the abscess in the caudate lobe of the liver
839	asj-2-106-g002	what does ct scan show?	an absence of the left unilateral lumbar facet joint and hyoplasia of the lamina
840	1758-5996-2-60-8	what does mri sagittal stir sequence show?	regression of bone marrow edema and soft tissue edema
841	ETM-06-02-0606-g04	what shows the anteromedial and posterolateral bundles and a high intensity fibrofatty septum?	oblique coronal plane magnetic resonance imaging
842	LI-31-397-g005	what shows single large cavitary lesion in lower right lobe with satellite nodules?	ct scan of thorax
843	AnnGastroenterol-27-90-g001	what does mri show?	the limits between the stomach and mass
844	ijo-25-119-g001	what does coronal ct scan show?	extension to the orbit
845	can-8-468fig1	what is the size of the left renal mass?	13 cm in diameter
846	1749-8090-6-132-2	what is the size of the mass shadow?	30 mm in diameter
847	kjr-11-4-g001	what shows excellent anatomic details of pulmonary arteries with repaired coarctation of aorta?	rendered ct image with non ecg synchronized spiral scan
848	IJRI-23-195-g003	what shows absence of altered signal in the dentate nuclei?	t2w weighted coronal image
849	1758-2555-2-6-3	is there any low intensity band in the femoral head?	no
850	ymj-50-591-g002	what does pet ct scan show?	an abnormal hypermetabolic uptake in right upper lobe of lung
851	AIAN-13-136-g001	what does mri brain show?	t2 hyperintensity in the left thalamus that is extending into the corona radiata
852	1757-1626-0002-0000008399-003	what indicates intraventricular bleeding?	high attenuation areas in the ventricles
853	LJM-9-25766-g001	what does ct chest show?	multiple nodular lesions with cavitation
854	2036-7902-6-11-3	what does the ct image show?	thickening of the tracheal wall
855	LJM-8-20359-g003	where does mri of the left knee show marked flakes and nodular long signals on t2 weighted mri?	in the distal femur, proximal tibia, and even the osteoephysis
856	cureus-0007-000000000318-i02	what does the ct scan show?	bilateral ground glass opacities and crazy paving pattern
857	OL-06-02-0568-g00	what reveals a large complex cystic and solid mass in the body and tail of the pancreas?	ct scan of the abdomen
858	JIAPS-15-39-g001	what shows anomalous vessels arising from the descending aorta?	axial ct angiographic image
859	SNI-1-52-g004	what shows the compression of the sss by the tile fragment?	ct brain
860	JCHIMP-2-17276-g002	what do axial, coronal and sagittal ct scans of the chest show?	the intra cavitary mass with surrounding air crescent
861	JCIS-1-39-g015	what does axial noncontrast chest ct demonstrate?	multiple small sclerotic lesions in the ribs and vertebrae
862	1471-2342-9-7-3	what does ct show?	air space consolidation in left lower lobe
863	1757-1626-1-26-2	what does mri scan of the thorax show?	the pericardial cyst
864	1758-2555-2-24-1	what does the mri show?	an intact continuity of the acl graft and a possible tibial cyclops lesion
865	1757-1626-0002-0000006483-001	what shows a left ethmoid sinus foreign body and opacification of all sinuses on the left?	ct scan of the para nasal sinuses
866	jthc-7-37-g002	what shows the posterobasal left ventricular aneurysm?	mri
867	1471-2407-10-322-1	what shows osteolytic lesion of d11 eroding anterior cortex and superior endplate?	chest ct
868	1757-1626-1-66-2	what are the diskitis and vertebral signal changes suggestive of?	osteomyelitis
869	1746-160X-2-31-2	what does ct scan of the mastoid demonstrate?	bilateral opacity of the tympanic cavity
870	rjt00601	what does ct scan show?	the right subpectoral lymph node
871	ymj-51-475-g001	what does ct scan of a brain show?	a large amount of subarachnoid hemorrhage and intraventricular hemorrhage
872	IJEM-15-65-g001	what does ct of the brain with orbital section show?	an abnormal heterogeneous soft tissue swelling with post-contrast enhancement involving the right ethmoid gallery with extra- and intraconal orbital extension
873	crn-0006-0083-g02	what shows lateral and third ventricle enlargement secondary to global atrophy?	coronal t2 weighted mri brain image
874	rju04801	what do ct scans of abdomen show?	a potential abdominal wall hernia
875	jkms-22-S174-g001	what does abdominopelvic ct show?	a large lobulated mass with speckled calcification in left iliopsoas muscle
876	0392-100X-30-209-g002	what does ct scan show?	a voluminous wall thickening solid tracheal mass
877	kjim-17-1-78-15f2	what shows a large cystic mass with central low density and no mediastinal or hilar lymphadenopathy?	the chest ct
878	bjc2013603f3	what shows emvi response to chemoradiation?	mri
879	jkss-80-362-g001	what is the lesion considered to be?	the probable bleeding focus
880	crg0005-0239-f02	what does ct show?	marked wall thickening of the sigmoid colon
881	1471-2334-14-42-1	what does the abdominal and pelvic enhanced ct reveal mucosal thickness of?	of cecum and enlarged lesional lymph node
882	JCAS-01-85-g009	what does mri scan of the penis show?	lymphangiectasia
883	1752-1947-5-498-1	what does t1 weighted mri of her pituitary with contrast show normal appearances of?	of pituitary
884	SNI-6-30-g003	where is the stable collection shown?	on the right side
885	1757-1626-0002-0000006450-1	what shows free fluid and laceration of spleen?	transverse section on ct abdomen
886	1757-1626-1-417-2	what shows increased uptake in nodules?	pet ct scan of chest
887	IJPsyM-33-77-g001	what does ct scan demonstrate?	a mixed density mass with a whorled configuration containing multiple small pockets of air
888	IJOrtho-46-36-g001	what does axial ct section show?	posterior wall fracture and intra articular osteochondral fragment in cotyloid fossa
889	IJRI-20-245-g002	what does t2w sagittal magnetic resonance image in flexion show?	anterior displacement of the dorsal dura compressing the thecal sac
890	1757-1626-2-9382-2	where does ct scan of the abdomen reveal a uterus with dilated cavity?	on top of the dilated cervix
891	JCHIMP-5-28170-g001	what does ct chest angiogram show straightening of?	of the interventricular septum
892	Tanaffos-11-058-g002	what shows a large diffuse mass in the superior mediastinum with extension to the anterior mediastinum?	ct scan of the chest
893	IJOrtho-45-181-g007	what does mri scan show presence of?	of a loose body in the posterior compartment with a possible osteochondral defect in the dorsal articular surface of capitellum
894	pjms-30-924-g001	what shows subcutaneous emphysema, bilateral pneumothorax, tension pneumopericardium and compressed heart?	ct
895	CEJU-65-00100-g004	what does a contrast enhanced arterial phase oblique image show clearly the separation of?	of the units
896	ijcn-8-001-g003	what does flair mri demonstrate?	resolution of hypersignal zones
897	jocmr-07-278-g002	what shows the heart in diastole with a dilated right ventricle and trabeculation?	mri in axial view
898	JCN-1-214-g003	what does mri show?	an extension of the mass into the skull base and the floor of the middle cranial fosse in the extra axial space
899	JCHIMP-2-17276-g002	what are showing the intra cavitary mass with surrounding air crescent?	axial, coronal and sagittal ct scans of the chest
900	1748-717X-2-2-1	what shows patchy areas in the left lung and patchy areas in the middle lobe of the right lung?	ct
901	kjr-15-258-g005	what shows that conus medullaris is located at l1 body?	sagittal t2 weighted mri of woman with normal lumbar segmentation
902	1752-1947-5-366-1	what shows tonsillar herniation to the level of c3?	mid sagittal t1 weighted mri of the brain
903	ATM-04-143-g002	what does ct chest show?	pneumomediastinum, pneumopericardium and surgical emphysema
904	PAMJ-14-69-g002	what does nonenhanced ct scan show replacement of?	of prostate gland with calculi
905	TOORTHJ-7-614_F2	what does coronal ct demonstrate?	medial extrusion of posterior calcaneal facet
906	can-7-322fig3	what is the soft tissue mass posterior to t9 causing?	moderate cord compression
907	2045-709X-19-2-4	where does ct image from spect ct demonstrate marked degenerative arthrosis?	at right l5 s1 facet
908	1477-7819-8-12-2	what does an abdominal ct scan show at the lumen of gallbladder?	a mass
909	JCHIMP-5-27229-g002	what shows the mycotic aneurysm?	ct angiogram of abdomen and pelvis sagittal section
910	IJEM-16-304-g001	what shows pituitary macro adenoma with partial compression of optic chiasma?	coronal section magnetic resonance imaging of hypothalamo pituitary region
911	1752-1947-6-181-1	where does axial and coronal magnetic resonance images with contrast show a left epidural mass?	at the middle cranial fossa
912	UA-2-130-g003	where are the fat density mass with some more dense components inside interposed?	between liver and upper pole of right kidney
913	kjr-15-258-g005	where is conus medullaris located?	at l1 body
914	IJRI-23-287-g025	what does axial hrct scan show numerous ill defined small nodules with ground glass attenuation in both lungs with?	basal predominance
915	crg0003-0222-f04	what shows a highly enhancing mass with the surrounding vessels of the great omentum on t2 weighted image?	mri
916	aps-40-270-g002	what does the fibroadipose tissue show?	hyperintensity on T1-weighted MRI image
917	medi-94-e406-g003	what does postembolization nonenhanced ct scan confirm?	a complete occlusion of the variceal vessels
918	AJNS-5-19-g007	what shows an ill defined contrast enhancing lesion in the suprasellar region?	mri scan of the brain
919	TJH-29-181-g3	what was the crescent-shaped fibrotic tissue in theposterior region of the left bulbus oculi considered calcification without?	without evidence of a mass
920	0392-100X-33-350-g002	what does axial ct show the presence of?	of a soft tissue mass arising within the muscles of the right cheek
921	JIAPS-18-81-g001	what does mri scan of the pelvis show?	the enlarged, distended uterine horns and adnexal structures
922	jkns-57-50-g001	what does the ct scan reveal enhancing with central necrosis and peripheral edema in the left pons compressing the fourth ventricle?	mass lesion
923	JETS-3-403-g002	what reveals a distended stomach containing air and circular radiodense material?	Coronal image of the abdominal CT scan
924	UA-4-111-g001	what is compressed bilaterally by two thin walled fluid collections within the pelvis?	the urinary bladder
925	jovr_v06_no4_09f1b	where are the multiple lesions located?	in the white matter of both hemispheres
926	JCIS-2-51-g011	what does ct image show?	a bony lesion with eroded palatal and labial cortical plates
927	jkns-51-98-g001	what shows well enhanced frontal meningioma upon the olfactory groove?	t1 weighted contrast enhanced magnetic resonance image
928	CJ-9-11-g001	what does the horizontal plane of the t1 weighted image show?	that the tumor involves the region surrounding the urethra
929	AIAN-17-478-g002	what shows well enhancing tumor in pineal region?	mri brain with contrast
930	CEJU-65-00100-g003	what shows the gap between the units and the binding bridge of tissue as well as the tumor?	Postoperatively reevaluated initial CT scan
931	1757-1626-1-413-5	what does reformatted coronal ct image show a fracture of?	of the clavicle with an osseous lesion within the sternocleidomastoid muscle
932	kjtcs-44-437-g002	what shows a pulmonary embolism of the right pulmonary artery and multiple enlarged lymph nodes?	chest ct
933	hlv-06-119-g002	what does chest ct scan of the patient show?	a large consolidation area and peripheral ground glass opacities in left lower lobe
934	1746-1596-7-183-1	what shows significantly inhomogeneously enhanced well defined mass with a wide base?	gd enhanced coronal t1 weighted mri
935	1471-2407-13-207-4	what does chest ct show?	disease response and a 50 left sided pneumothorax
936	IJEM-17-182-g004	what is subependymal hamartomas seen along the lateral surface of the lateral ventricles giving rise to?	characteristic candle dripping appearance
937	kjhep-17-71-g002	what shows an abscess in the caudate lobe of the liver causing extrinsic compression of the intrahepatic part of the inferior vena cava?	coronal mri
938	1752-1947-6-385-3	what shows a large mass around the palmar structures of the hand, but with no bone involvement?	magnetic resonance image of a coronal section of the hand
939	1477-7819-6-60-1	what is showing peripheral ring-shaped contrast enhancement?	an irregularly shaped, 2,5 cm tumor
940	1749-7922-4-32-4	what shows disrupted left hemidiaphragm with herniation of bowel?	saggittal ct
941	cro-0006-0236-g01	what reveals no infiltration of the greater omentum and absence of ascites?	initial axial ct at the mid abdominal level
942	crn-0006-0271-g01	where does ct scan show extensive ischemia?	in the left cerebral hemisphere
943	IJRI-22-317-g017	what shows sphenoid septa attached to the bony walls of type iii optic nerve bilaterally?	coronal ct
944	rjv07201	what shows mediastinitis, bilateral pleural effusions and free air around the distal oesophagus?	ct chest
945	PAMJ-21-69-g001	what shows agenesis of cerebellar vermis causing the molar tooth sign?	cerebral mri
946	1752-1947-3-65-1	what does the gastric adenocarcinoma involve?	both anterior and posterior gastric walls
947	AJNS-5-70-g001	what shows an irregularly enhancing mass in the right medial temporal lobe anteriorly in the close proximity to the cavernous sinus and oculomotor nerve?	contrast mri head axial section
948	1757-1626-1-203-2	what shows evidence of injury due to herniation?	postoperative mri
949	IJNM-25-44-g003	what shows hyper dense sclerotic lesion diagnosing benign osteoma?	ct
950	IJMPO-32-123-g002	what does mri of the brain show?	the cp angle lesion which was hypointense on t1w and hyperintense on t2w image
951	1746-160X-7-20-2	what show the heterogeneous lesion in the right mandible with no vascular signs?	preoperative ct and mri scans
952	1746-1596-7-183-1	what does gd enhanced coronal t1 weighted mri show significantly inhomogeneously enhanced?	well defined mass with a wide base
953	1477-7819-11-261-1	what demonstrates a large mass in relation to the pancreatic tail?	ct scan of the abdomen
954	1471-2474-14-132-4	what does a postoperative ct image of the chest show?	a massive hemothorax in the left pleural space
955	2186-3326-77-0347-g002	what does initial gadolinium enhanced axial magnetic resonance image of case 3 show?	a homogeneously enhanced tumor
956	jovr-5-3-216-776-1-pbf1	what shows enhancement of the left optic nerve?	coronal t1 contrast enhanced fat suppressed magnetic resonance imaging
957	crg-0006-0094-g02	what does 3d ct scan show?	the narrow angle between the aorta and the sma
958	IJRI-24-149-g005	what suggests entero parietal adhesions?	the focal obscuration of pro peritoneal fat line with corresponding laparoscopic image
959	1757-1626-0002-0000006335-1	what does mri head without contrast show?	Meningitis related bifrontal/bitemporal subdural empyema
960	AIAN-13-308-g001	where do t1w images of the mri scan show Hyperintense well-defined mass?	at the C2-C3 level of cervical spinal cord with wide dural attachment
961	1477-7819-6-128-1	what does ct scan demonstrate?	mechanical small bowel obstruction
962	IJMPO-30-35-g001	what does contrast enhanced ct scan show tumor with?	with increased vascularity in the periphery
963	idmm-25-227-1	what does the magnetic resonance image show?	bilateral symmetric increased signal within the anterior horn
964	40064_2015_818_Fig1_HTML	what are showing demyelinating plaques involving the right middle cerebellar peduncles, periventricular areas and corpus callosum?	baseline axial and sagittal t2 flair mri brain images
965	SJA-6-69-g005	what does ct virtual bronchoscopy image show at the level of carina?	the defect
966	JHRS-5-285-g002	what shows uterus bicornis with right horn hematometra?	mri
967	SaudiMedJ-36-233-g001	what shows left frontal focal area of acute ischemic infarction, and right parietal periventricular white matter old infarction?	magnetic resonance imaging
968	1471-2377-4-19-2	what does axial fat suppressed t2 weighted mri show a tumorous lesion of?	of the median nerve with a fascicular pattern
969	kjim-6-1-38-7f4	what shows multiple calcified nodules?	brain ct
970	jkss-81-216-g001	what shows luminal high density in gallbladder?	enhanced ct
971	1749-799X-8-14-4	what does intraoperative xmr confirming the remnant fragments and final mri show?	complete decompression
972	UA-4-38-g006	what does pelvic ct scan reveal?	the urinary bladder free of any masses
973	JETS-3-412-g002	what demonstrates pneumobilia and pneumoperitoneum anterior to the liver?	ct scan of the abdomen
974	medi-94-e406-g001	where does contrast enhanced ct scan demonstrate ectopic varices?	at parastomal site
975	IJPsyM-34-133-g002	what shows the tracings of all four subregions of insula?	coronal section of mri
976	40792_2015_119_Fig3_HTML	what does mri of sagittal plane reveal in lower rectum?	a balky tumor
977	jkns-58-89-g002	what does t2 weighted magnetic resonance midsagittal image show?	the odontoid process and atlantoaxial instability
978	1749-8090-4-12-10	what does contrast ct angiogram of left pulmonary artery show?	a wispy ill defined embolus in the upper lobar artery
979	IJCIIS-1-157-g001	what does ct scan of abdominopelvic region show?	an extent of mass
980	JCIS-1-22-g014	what demonstrates fluid within the suprapatellar bursa?	sagittal magnetic resonance t2 gradient image
981	kjhbps-16-37-g001	where does the portal phase of contrast enhanced ct show the jejunal varices at?	at the afferent loop
982	1749-7922-8-56-1	what does ct scan on admission show?	a large retroperitoneal hematoma
983	SNI-5-55-g002	where does the axial mri reveal an extradural mass?	in the left posterolateral spinal canal at the l5 s1 level
984	IJMPO-34-132-g002	what shows a solid mass in the right orbit with extension to the itf?	cect scan of face and neck
985	IJEM-17-1108-g007	what shows extensive marrow infiltration of spine and pelvic bone and collapse of c3, d1 and d8 vertebrae?	mri spine
986	SHORTS-09-005001	what shows bilateral basal bullous emphysema?	ct thorax
987	iranjradiol-11-7467-g002	what shows a lobulated enhancing soft tissue lesion in the right posterior mediastinum?	axial ct scan at the level of the carina
988	JCRPE-2-126-g1	what does abdominal mri show?	multiple hepatic nodules
989	ijo-25-183-g001	where does preoperative ct scan of paranasal sinus show a bright object?	in floor of nasal cavity in septum
990	JOACP-27-389-g002	what does mri of the airway sagittal section show below?	the membrane in the oropharynx and no involvement of the airway
991	JETS-6-276-g005	what does non contrast ct show?	left perinephric hematoma
992	CCD-3-29-g004	what does ct scan reveal the presence of?	of isodense non enhancing mass in the mandible
993	1757-1626-0002-0000008416-001	where does the ct scan demonstrate floating membrane?	in the splenic cyst
994	tropmed-82-520-g004	what does the ct image show?	that the nodule migrates slowly upward and anteriorly in the liver
995	rju11701	what does ct scan of the thorax demonstrate?	large mycotic aneurysm
996	IJA-56-287-g002	where does magnetic resonance imaging image show epidural abscess?	in the right parasagittal section
997	CEJU-65-00100-g004	what shows clearly the separation of the units?	a contrast enhanced arterial phase oblique image
998	IJPsyM-31-92-g004	what does coronal t2 mri of the patient show?	agenesis of corpus callosum with parallel lateral ventricles
999	MIRT-22-103-g1	what does a solitary focus of intense osteoblastic activity demonstrate?	in the right 7th rib posteriorly on planar and spect imagesand on axial ct slice
1000	1752-1947-5-269-1	what shows a normal hepatobiliary tree?	magnetic resonance imaging scan of the liver with contrast enhancement
1001	de-5-305-g2	what does ct abdomen show enlarged left and right adrenals with?	with areas of necrosis
1002	1749-7922-9-7-2	where does contrast enhanced ct scan show wall thickening?	in several distal small bowel loops and cecum
1003	crg-0006-0254-g01	what shows a large hyperdense structure in the tail of the pancreas with extensive enhanced peripheral areas?	contrast enhanced ct during the arterial phase
1004	1752-1947-1-76-1	what does cardiac magnetic resonance show?	an area of increased signal intensity compatible with myocardial fatty substitution
1005	0392-100X-33-350-g002	what shows the presence of a soft tissue mass arising within the muscles of the right cheek?	axial ct
1006	IJOrtho-46-321-g002	what does transverse t2 weighted mri image show?	low signal intensity mass in the same space
1007	IJRI-21-170-g005	what does mri enterography examination show?	good opacification of the small and large bowel with thickening of the inflamed cecal wall
1008	ijcn-6-001-g002	what shows multiple areas of hyperintense signal?	brain mri with posterior reversible encephalopathy syndrome
1009	OL-08-06-2741-g01	what does the coronal t2 weighted fat suppressed magnetic resonance image show?	a marked hyperintense pancreatic head mass
1010	rjt12403	what is this ct of?	the left ankle in a coronary plane
1011	1752-1947-8-54-1	what does coronal t2 magnetic resonance imaging sequence of upper legs show?	muscle and subcutaneous oedema
1012	1477-7819-10-166-3	what does magnetic resonance imaging show?	capsular contracture of left breast implant and posterior latissimus dorsi mass
1013	kjs-10-170-g003	what does cervical axial ct images after surgery show?	complete hematoma evacuation
1014	1752-1947-5-498-1	what shows normal appearances of pituitary?	t1 weighted mri of her pituitary with contrast
1015	1757-1626-0002-0000007612-001	what shows the site of the tumor in the left tibia?	mri image
1016	SAS-5-2010-11-001-g002	what clearly shows intracranial subdural hematoma in the left hemisphere?	cranial ct scan of severe headache
1017	JCN-3-146-g002	what shows the mass in suprarenal area?	oblique coronal reformation image of ct scan
1018	sfp106fig1	what does the coronal image depict?	a 3 cm round hypodense mass at the upper pole of the transplanted kidney
1019	JNRP-5-75-g002	what shows atrophy of the entire cerebellum?	ct scan of brain
1020	num-05-709-g002	where does ct scan show multiple solid masses?	between bladder, uterus and vagina
1021	IJRI-21-253-g007	what shows the small right pulmonary artery and the normal left pulmonary artery?	axial multiplanar reconstruction ct scan
1022	rju15402	what shows collection in the gall bladder fossa closely resembling a normal gallbladder appearance?	an axial ct image
1023	JCVJS-6-40-g004	what does sagittal mri image show the severe compression of at the c1 level withan area of t2hyperintense signal change within the cord?	of the cord
1024	IJD-56-718-g003	what does the ct show?	scattered nodular opacities
1025	1752-1947-5-3-2	what shows cbd stones?	abdominal mri
1026	kjim-14-2-94-16f4	what reveals cortical disruption and adjacent soft tissue swelling at the posterior aspect of the sternum?	chest ct with bone setting image
1027	SNI-1-52-g004	what does ct brain show the compression of the sss by?	by the tile fragment
1028	JRMS-18-1114-g001	what does abdominal ct reveal?	large retroperitoneal mass
1029	crg-0008-0115-g02	is there any intra-cardiac mass identified?	no
1030	1757-1626-2-83-1	what does the ct scan of the chest show?	right lower lobe scarring and left upper lobe small nodules with focal pleural thickening
1031	aob-21-226-g02	what shows absence of a severe articular degeneration of the ankle joint and the subtalar joint?	a sagittal ct scan
1032	1752-1947-2-23-3	what does contrast enhanced ct scan of the upper thorax show?	extension of a complex cystic mass and displacement of the trachea with compression of major vessels
1033	ceo-3-76-g002	what was the thickness of the fb measured on?	on the parasagittal image
1034	SAJC-2-79-g002	what shows well defined non homogenous density mass with central necrosis in lower part of mediastinum?	ct scan of the thorax
1035	NJMS-4-249-g003	what does axial section of ct scan show?	erosion of the frontal bone and expansion of the frontal sinus
1036	IJRI-20-109-g004	what does three dimensional volume rendered post processed ct scan show?	absence of the odontoid process
1037	1757-1626-2-10-1	what shows the splenomegaly and the hemangioms?	magnetic resonance imaging
1038	aps-42-375-g003	what does the Brain magnetic resonance imaging show?	a soft tissue mass
1039	NAJMS-3-39-g001	what does mri show?	an extrinsic mass with scalp, bone and dura involvement
1040	crg0005-0378-f04	where does ct scan show the pancreatic mass and the dilation of the main pancreatic duct?	behind the lesion
1041	IJMPO-30-46-g008	what does the ct abdomen show?	multiple para aortic lymphadenopathy
1042	cln-67-12-1505-g004	what shows progressive and bilateral narrowing of the optic canal?	axial ct scanning
1043	1752-1947-2-123-1	where does a magnetic resonance imaging scan of the foot show the destructive changes of osteomyelitis?	in the proximal first metatarsal bone and adjacent medial cuneiform bone
1044	PAMJ-18-149-g002	what does the magnetic resonance imagery t1 of the pelvis show bone oedema of after gadolinium injection?	of symphysis pubis and abdominal muscles
1045	JMedLife-06-332-g001	what shows the presence of dorsal pancreatic duct and ventral pancreatic duct that drains into the major papilla?	mri image
1046	1471-2482-5-4-3	what does ct scan of thorax and abdomen demonstrate?	the abnormal anatomy
1047	1477-7819-5-7-1	what does the mri of right hand show?	a pseudosarcomatous mass encircling the ulnar artery
1048	edmcr-2014-140091-g003	what is this mri scan of?	pituitary fossa
1049	IJMPO-34-132-g002	what does cect scan of face and neck show?	 a solid mass in the right orbit with extension to the itf
1050	jocmr-06-215-g001	what does the ct scan of the lower extremities reveal?	edematous changes in adipose tissue of the upper side of the left foot
1051	audio-2011-2-e28-g002	what is this axial ct image of?	the temporal bone
1052	gov017f5p	what does the axial contrast-enhanced ct scan show?	intrathoracic portosystemic collateral in the form of dilated paraesophageal veins in a case of cirrhosis
1053	ASM-31-294-g005	what does the arrow in the ct scan of the thoracolumbar spine post-vertebroplasty show?	the foraminal leak
1054	ymj-46-851-g001	what shows the acute hemorrhage in the pineal region extending to the third ventricle?	brain ct and mr imaging
1055	1471-2377-14-10-1	what shows heterogeneous contrast enhancement?	gadolinium enhanced t1 weighted image of the same patient
1056	rjv03301	what is the size of the giant mass?	13 cm
1057	OL-06-06-1729-g06	what does magnetic resonance imaging show?	the 12th thoracic vertebra and the pedicle of the 4th lumbar vertebral arch with an abnormal signal
1058	eplasty13e06_fig6	what indicates left ventricle?	lv
1059	IJRI-23-287-g025	what shows numerous ill defined small nodules with ground glass attenuation in both lungs with basal predominance?	axial HRCT scan
1060	12957_2015_654_Fig3_HTML	what does ct image show?	the volume of the left liver lobe
1061	JCDR-2-74-g003	what shows the dilation of rv and transmural fibrofatty replacement in the rv free wall?	mri
1062	idmm-25-227-1	what shows bilateral symmetric increased signal within the anterior horn?	magnetic resonance image
1063	1752-1947-5-28-4	where does post contrast coronal t1 weighted mri show a heterogeneous increased signal?	at the left iliac bone and at the left sacral wing
1064	1757-1626-0002-0000006228-002	what shows herniated nucleus pulposus and spinal cord compression?	magnetic resonance of the thoracic spine at t11 12 level
1065	1749-8090-9-47-3	what demonstrates seal of aortic injury?	ct image following endograft placement
1066	IJRI-22-195-g032	what does the long arrow show?	an enlarged rounded right level II node with necrotic foci
1067	MEAJO-21-262-g003	what does t2 weighted magnetic resonance imaging show?	thinned out optic nerves with hypoplastic chiasma
1068	OL-08-06-2741-g03	what shows significant enhancement of the mass at the pancreas head and uncinate process?	coronal gadolinium enhanced t1 weighted fat suppressed magnetic resonance image
1069	jkns-57-379-g001	what does head ct show with midline shift?	a large right csh
1070	1757-1626-2-9098-1	where are several retroperitoneal masses located?	in pre aortic and inter aortocave
1071	edmcr-2014-140074-g001	why does contrast ct show a large left sided adrenal mass with some heterogeneous enhancement and an irregular central cavity?	probably due to necrosis
1072	PAMJ-16-66-g001	what shows metastasis of the optic nerve associated with a lens dislocation?	brain magnetic resonance imaging
1073	ceo-4-137-g003	what is intact and not resorbed?	The graft material
1074	IJMR-138-568-g002	what does contrast enhanced ct scan of the abdomen reveal in the body of pancreas?	pancreatic calcifications and mass
1075	1752-1947-5-296-3	what does pre treatment and post treatment mri show?	increased height of medial meniscus cartilage and articular cartilage
1076	1472-6882-14-114-2	what shows new enhanced lesion in the right frontoparietal lesion?	brain mri
1077	IJRI-22-334-g006	what demonstrates a curved rim of hypodense mass pointing between left internal and external carotid arteries?	contrast enhanced ct image
1078	ymj-53-611-g003	what does the mri show?	coronal and axial views of the intraspinal and extraspinal soft tissue mass at t2 t3
1079	JOMFP-15-348-g007	what shows mandibular hypoplasia involving condylar andcoronoid processes?	3d ct scan
1080	1755-7682-4-3-2	where does abdominal ct scan reveal multiple nodular masses?	in mesentery
1081	1477-7819-11-63-1	what demonstrates a large radiolucent mass in the right medial thigh?	t1 weighted transverse magnetic resonance image of the right lower extremity
1082	LJM-2-099-g001	what does mri brain show?	demyelinating lesions
1083	JCIS-3-64-g016	what demonstrates mediastinal lymphadenopathy?	axial ct image in mediastinal window
1084	can-8-474fig3	what shows two enhancing lesions surrounded by oedema?	axial t1 weighted mri image performed after gadolinium injection
1085	40064_2015_1231_Fig2_HTML	what does heart mri scan show?	multiple stenotic and aneurysmatic tracts along the whole coronary artery tree
1086	NJMS-4-173-g006	what shows consolidated bone graft at orbital floor?	postoperative ct
1087	IJMPO-30-80-g003	where does mri of abdomen show large space occupying lesions?	in liver
1088	1757-1626-3-26-1	what does ct show?	gas in the bladder and two locules of gas in the soft tissue just outside piriformis muscle and adjacent to the right femur
1089	JFMPC-1-157-g003	what does ct of the abdomen show in right renal parenchyma with perinephric extension?	gas
1090	kju-51-287-g004	what was observed on the ct cystography taken with the patient in the prone position with undiluted contrast media?	contrast media extravasation and bowel loop pooling
1091	asj-7-73-g005	who does t1 weighted magnetic resonance imaging show healed after 12 months of antituberculous therapy?	tuberculosis of the spine for l4-l5
1092	IJBS-3-302_F3	what does Axial CT scan after contrast injection in portal phase show?	The hepatic hemangioma has the same enhancement than that of the aorta
1093	jrm-6-032-g003	what shows less enhancement of a smaller soft tissue mass?	posttreatment ct
1094	JMAS-9-173-g001	where is localized fluid collection suggestive of abscess?	in right iliac fossa
1095	IJOrtho-46-36-g003	what shows more than 50% of broken posterior wall?	axial ct section
1096	iranjradiol-11-11260-g004	what shows peripheral fatty tissue deposits with low attenuation values?	helical ct examination of heterogeneous, cystic renal mass within the left retroperitoneal site
1097	1471-230X-6-32-2	where is the heterogenous hypodense lesion with adjacent fat stranding?	in the right inguinal canal
1098	13256_2015_624_Fig6_HTML	what shows heterogeneous contrast enhancement and necrotic areas?	coronal t1 weighted magnetic resonance image of the facial area
1099	jcen-17-246-g001	what shows a subarachnoid hemorrhage on the anterior portion of the basal cistern?	axial brain ct scan taken on admission
1100	1752-1947-4-140-2	where does ct of the abdomen show air in?	in the stomach wall and portal venous system
1101	1748-717X-9-108-3	what show a local recurrence that occurred within both the 74 gy isodose lines on the worst case dose distribution?	axial, coronal, and sagittal views of fused pet ct scans
1102	SNI-4-58-g001	what demonstrates the fracture extending through to the posterior portion of the c2 end plate?	sagittal ct imaging
1103	IJPS-44-432-g004	what shows right temporomandibular joint ankylosis?	pre op ct
1104	rjt13001	what indicates osteolysis of the right condylar head ct scan of the head?	arrow in the CT scan of the head
1105	JNRP-4-461-g001	what does magnetic resonance imaging show?	cystic lesions in masseter, pterygoids, tongue and cerebral hemispheres
