373where   ct show?	bronchiolectasis in  bilateral lower lobes	SNI-5-55-g002
374what   sagittal t2 cervical mri show?	iron deposition in  spinal cord	1752-1947-2-254-1
375where is  uptake located?	spinal canal at C2-C3 level	cia-9-553Fig3
376what   axial ct show?	an infiltrating tumor in  left orbit	TOORTHJ-8-372_F4
377what is this ct showing?	large colon	TOORTHJ-8-372_F4
378what is this ct showing?	whirl sign of small bowel volvulus	hepatmon-14-12-25788-g001
379what   ct show?	herniation of temporal lobe	SNI-6-30-g003
380where is  mass with heterogeneous enhancement located?	in  hepatogastric ligament	PAMJ-20-22-g001
381what  ct of  chest show?	a large mass in  right upper lobe of  lung	LI-32-192-g002
382what  abdominal cts show?	bilateral renal masses	kjp-53-2-215f2
383what   ct image show?	bilateral popliteal artery aneurysms	1742-6413-2-21-1
384  lesion show any significant enhancement?	no	IJRI-19-216-g002
385what   chest contrast enhanced ct show?	mediastinal tumor	JNRP-2-93-g003
386Is  pancreas infiltrated by a tumor or fat?	fat	cro-0007-0444-g01
387what anatomical region is shown in  ct?	abdomen	IJRI-18-80-g014
388where   contrast enhanced ct show?	twisted appearance of volvulus of midgut	1752-1947-2-254-1
389where is  uptake located?	spinal canal	cro0004-0576-f01
390Is re fluid in  right hemithorax?	yes	sft05101
391what condition is visible in  lungs ?	none	1477-7819-6-60-1
392what is  diameter of  tumor?	10 mm	1757-1626-0002-0000007836-003
393what   abdominal ct show ?	tumor enhancement	kjim-9-1-43-8f1
"394what is this mri showing?	an enlarged retrocerebellar space, cerebellar hypoplasia and upward displacement of  tentorium	12885_2015_1211_Fig3_HTML"
395what  volume rendering reformatted ct image show?	osteochondral lesion	AJNS-9-242b-g003
396what abnormality is associated with  lesion?	calcification	2186-3326-76-0203-g003
397Is  cerebral edema localized or extensive?	extensive	ymj-49-151-g002
398where   axial mri show hyperintense areas?	cerebellar white matter	JRMS-19-574-g002
399Is re an epidural lesion in this ct brain image?	no	1757-1626-0002-0000007836-003
400what   abdominal ct show?	an infiltrating mass	hepatmon-14-12-25788-g001
401what   ct show?	tumor located in  anterior part of  bladder	hepatmon-14-12-25788-g001
402what   ct show?	pneumocephalus	rjv03502
403where is  cannular tip located in  ct image ?	junction of superior articular process and transverse process	kjtcs-47-43-g002
404what   mri t2 weighted sagittal and axial images show?	anterior displacement and herniation of  spinal cord	cro-0005-0332-g01
405what  axial contrast enhanced ct of  head show?	a lesion in  dorsal pons	40064_2015_1377_Fig1_HTML
406what is  anatomical region in this ct?	 wrist	cios-2-121-g001
407what is shown in  weighted mri (arrow)?	a small bleed	1754-9493-5-20-2
"408what   mri of  brain axial, saggital and coronal sections show?	homogenous cystic mass on  sphenoid bone	JRMS-18-89-g007"
409what   hip mri show?	subtrochanteric fracture	12878_2014_22_Fig2_HTML
410what   contrast enhanced ct of  upper abdomen show?	large mass in  left retroperitoneal space	SAJC-2-120a-g001
411what   ct chest show?	bilateral scattered ground glass opacities	IJOrtho-47-107-g003
412what   mri show?	multiple degenerating cysticerci	cro0004-0012-f02
413where  abdominal ct show an infiltrating mass?	lower portion of  left kidney	hepatmon-14-12-25788-g001
414what   ct show?	enlarged liver	1757-1626-2-83-1
415what   ct of  chest show?	opacity in  middle lobe of  right lung	JCVJS-5-59-g009
416what  t2 weighted mri images show?	mild diffuse brain atrophy	rjv03401
417what  mri show?	an irregularly lobulated mass in  left parotid gland	aps-42-375-g003
418what   mass show?	fluid level	AnnGastroenterol-26-150-g001
419what   mri show (arrow)?	an oval mass in  right masseter muscle	TOOPHTJ-2-91_F1c
420what condition  this mass represent?	paraganglioma	pone.0080227.g001
421what are  lesions located?	throughout  brain	IJRI-22-317-g013
422what is detected by chest ct?	tracheobronchial foreign body	crg-0006-0094-g02
423what  3d ct images show?	post-stenotic dilatation and hypoplastic abdominal aorta	0392-100X-34-1-g004
424what   sagittal reconstruction of ct nephrographic phase image show?	multilocular cystic renal cell carcinoma	SJG-14-144-g004
425what organ is demostrated in  sagittal reconstruction of ct nephrographic phase image?	kidney	kjp-53-2-215f2
426what   ct image show?	right pedicle blunt pin in-situ	SAJC-2-79-g003
427At what vertebral level is  calcification of  longus colli muscle found?	second cervical vertebra	gov017f5p
428what   contrast-enhanced abdominal ct show?	a large hematoma at  duodenal wall	HV-15-89-g005
429what   ct angiography show?	massive left pulmonary artery embolism	1752-1947-5-296-2
430what   ct image show (white arrow)?	dislocated lens	hepatmon-14-12-25788-g001
431what   ct show?	sclerosis of  right sacroiliac joint	1471-2369-15-56-2
432what   screening mri of  brain show?	a non-neoplastic hamartomatous lesion	1756-0500-7-318-1
433what  ct of  neck show?	absence of  right lobe of  thyroid	JCVJS-2-38-g001
434what  ct axial section show?	multilocular lytic lesion in  right mandible	1757-1626-0002-0000007836-003
435what   abdominal ct show?	well-defined mass in  left kidney	iranjradiol-09-157-g001
436Does  ct show reduced hepatic perfusion?	yes	GMS-08-34-g-003
437what anatomical structure show hyperintensity in this axial t2w mri of  brain?	corpus callosum	JNRP-4-352-g002
438what  mri brain t1 flair sequence show?	altered signal intensity in cisterns around  brainstem	ccr30002-0088-f1
439what   contrast enhanced axial ct image show?	contrast enhancement on  right side of  head	0392-100X-33-350-g002
440where is  spinal stenosis visible?	C4-C5 and C6-C7 levels	cia-9-553Fig3
441what   axial ct show?	pericardial thickening	JCHIMP-5-28010-g001
442what   non-contrast ct show?	a hypodense lesion	IJOrtho-47-107-g003
443what   mri show?	 dumbbell tumor	f1000research-3-3450-g0001
444where are  nodules of neurons ectopically situated (arrows)?	lateral ventricules	IJRI-19-216-g002
445what   axial contrast enhanced ct show?	multiple peritoneal masses	1749-7922-6-32-3
446what can be observed in  ct (arrows)?	bilateral enlargement of  accessory parotid glands and main parotid glands	JRMS-18-89-g007
447what   chest mri show?	iso-intensity of  mass	IJOrtho-47-107-g003
448what   mri show?	a retroverted uterine corpus	1752-1947-5-296-2
449what   white arrow show through foramen magnum?	herniation of cerebellar tonsils	1470-7330-14-18-12
450what is  abdominal ct showing?	marked distention and air-fluid levels in  sigmoid colon	can-8-464fig5
451what is  tumor associated with?	lymph node enlargement	hepatmon-14-12-25788-g001
452what   ct show?	a left orbital roof fracture	cmh-21-295-g004
453what is visible in  peritoneal cavity (black arrow)?	free fluid	1757-1626-3-67-2
454what   mri images of  left shoulder show?	an anteroinferior dislocation	IJD-56-744-g005
455what structure has  abnormality (arrow)?	right femur	JPN-7-61-g001
456what  contrast enhanced axial t1 weighted mri show?	a hypointense cystic mass	0392-100X-32-202-g001
457what  ct show?	lung infiltrative processes	AnnGastroenterol-26-150-g001
458what condition   mri show (arrow)?	sagittal sinus thrombosis	1757-1626-2-83-1
459who   ct of  chest show?	cortical lucency in  right scapula	IJMPO-31-65-g002
460what  contrast enhanced chest ct show?	matted lymphadenopathy in anterior mediastinum	1752-1947-2-254-1
461where is  mass located?	left pre-auricular region	AnnGastroenterol-26-150-g001
462what   lumbar spine mri show (arrow)?	an encapsulated ovoidal retroperitoneal mass	JNRP-3-386-g001
463what anatomical structure crosses between  uteri?	rectum	2186-3326-75-0037-g001
464what   Chest ct show?	pericardial effusion with pulmonary edema and atelectasis	jkss-81-287-g001
465  ct show destruction of bone or paravertebral absecess?	no	JPN-6-55-g003
466could this mass be an abscess?	yes	rjt09803
467what structure   uteri open into?	 urinary bladder	pone.0100065.g007
468is re thickening of  pleura bilaterally?	yes	PAMJ-20-22-g004
469what   ct of  abdomen show?	thickened duodenum and diffuse fat stranding	hepatmon-14-12-25788-g001
470what   ct show?	fracture of c2 vertebra	PAMJ-18-284-g004
471what kind of image is this?	contrast sagittal mri	PAMJ-18-284-g004
472what kind of ct view is this?	axial	aps-42-375-g003
473what   mass show (arrowheads)?	necrosis in  solid portion	SNI-5-55-g002
474what   saggital section mri show?	pituitary macroadenoma	TOORTHJ-9-45_F1
475what is showd in  ct images?	compression of  left pulmonary vein	IJOrtho-47-107-g003
476what   mri show?	pachymeningitis	IJOrtho-47-107-g003
477what   mri show?	altered signal around left sacroiliac joint	kjp-53-2-215f2
478what   ct image show?	pneumonia-like consolidation	GMS-13-03-g-001
479what   thorax ct show?	patchy and nodular infiltrations	SNI-5-55-g002
480what   mid sagittal mri show?	sellar mass	hepatmon-14-12-25788-g001
481what   ct show?	pneumocephalus	OL-05-05-1509-g01
482what  fibroids show?	loss of enhancement	rjv03502
483where is  fluid collected in  ct image?	 right elbow joint and forearm	AIAN-14-304-g001
484which organs are displaced anteroinferiorly by  mass?	uterus and  sigmoid colon	1752-1947-2-254-1
485where is  mass located?	close to  thoracic inlet	1752-1947-2-254-1
486where is  mass located?	in  submandibular space	fnhum-06-00210-g0001
487Is  mass on  right side of  heart?	yes	JPN-9-129-g003
488what   sagittal t2 mri image of thoracic spine show?	syringomyelia and atrophy of thoracic cord	jovr_v06_no4_09f1b
489where are  hyperintense lesions located?	lower brainstem and cervical spinal cord	cmh-21-295-g004
490what abnormality is associated with  lesion (black arrow)?	infiltration of  portal vein	1755-7682-7-5-2
491where is  hypodense lesion located?	right parieto-occipital region	IJMPO-30-46-g008
492what   ct abdomen show?	herniation of  left lobe of  liver	13104_2014_3309_Fig2_HTML
493what   enhancement ct show?	mesenteric ischemia	1749-8090-6-132-2
494what is  measure of  mass in diameter?	about 6 cm	1752-1947-5-478-2
495what is  ct pulmonary angiography scan suggesting?	pulmonary embolism	cia-9-553Fig3
496what   axial ct show?	a solid mass in  right axilla	kjp-53-2-215f2
497what   ct image show?	mediastinal emphysema	omv05405
498what   mri peritoneography show?	large fluid collection	PAMJ-18-284-g004
499what type of image is this?	mri	1757-1626-2-83-1
500what   ct of  chest show?	mediastinal and hilar adenopathy	nan
501nan	nan	IJSTD-33-145-g001
