383what   ct image show?	1749-7922-2-34-1	bilateral popliteal artery aneurysms
384  lesion show any significant enhancement?	WJNM-10-20-g003	no
385what   chest contrast enhanced ct show?	cro-0007-0065-g01	mediastinal tumor
386Is  pancreas infiltrated by a tumor or fat?	jkms-23-142-g001	fat
387what anatomical region is shown in  ct?	rju12901	abdomen
388where   contrast enhanced ct show?	IJPD-23-121-g002	twisted appearance of volvulus of midgut
389where is  uptake located?	1752-1947-5-342-3	spinal canal
390Is re fluid in  right hemithorax?	1757-1626-0002-0000008070-003	yes
391what condition is visible in  lungs ?	1471-2334-11-358-1	none
392what is  diameter of  tumor?	1477-7819-8-74-2	10 mm
393what   abdominal ct show ?	rju09202	tumor enhancement
394what is this mri showing?	FVVinObGyn-3-135-149-g008	an enlarged retrocerebellar space
395what  volume rendering reformatted ct image show?	1757-1626-2-9341-2	osteochondral lesion
396what abnormality is associated with  lesion?	gou017f2	calcification
397Is  cerebral edema localized or extensive?	IJPC-15-159-g001	extensive
398where   axial mri show hyperintense areas?	1752-1947-6-43-2	cerebellar white matter
399Is re an epidural lesion in this ct brain image?	JNRP-4-138b-g003	no
400what   abdominal ct show?	1477-7819-9-165-1	an infiltrating mass
401what   ct show?	1757-1626-0002-0000008585-002	tumor located in  anterior part of  bladder
402what   ct show?	1865-1380-5-34-1	pneumocephalus
403where is  cannular tip located in  ct image ?	kjp-23-137-g003	junction of superior articular process and transverse process
404what   mri t2 weighted sagittal and axial images show?	AJNS-8-97-g009	anterior displacement and herniation of  spinal cord
405what  axial contrast enhanced ct of  head show?	cop0002-0343-f02	a lesion in  dorsal pons
406what is  anatomical region in this ct?	JRMS-14-135-g003	 wrist
407what is shown in  weighted mri (arrow)?	practneurol-2015-001087f06	a small bleed
408what   mri of  brain axial	AIAN-15-158-g003	nan
409what   hip mri show?	medi-94-e446-g001	subtrochanteric fracture
410what   contrast enhanced ct of  upper abdomen show?	1752-1947-5-298-2	large mass in  left retroperitoneal space
411what   ct chest show?	LI-32-395-g002	bilateral scattered ground glass opacities
412what   mri show?	tropmed-87-381-g001	multiple degenerating cysticerci
413where  abdominal ct show an infiltrating mass?	1477-7819-9-165-1	lower portion of  left kidney
414what   ct show?	PG-9-22319-g002	enlarged liver
415what   ct of  chest show?	1752-1947-5-362-1	opacity in  middle lobe of  right lung
416what  t2 weighted mri images show?	arm-35-939-g002	mild diffuse brain atrophy
417what  mri show?	1746-1596-8-113-1	an irregularly lobulated mass in  left parotid gland
418what   mass show?	kjhbps-16-75-g001	fluid level
419what   mri show (arrow)?	cro-0006-0472-g03	an oval mass in  right masseter muscle
420what condition  this mass represent?	1532-429X-12-1-1	paraganglioma
421what are  lesions located?	1752-1947-6-172-1	throughout  brain
422what is detected by chest ct?	tcrm-11-1291Fig1	tracheobronchial foreign body
423what  3d ct images show?	JMedLife-04-189-g004	post-stenotic dilatation and hypoplastic abdominal aorta
424what   sagittal reconstruction of ct nephrographic phase image show?	rb-48-03-0166-g08	multilocular cystic renal cell carcinoma
425what organ is demostrated in  sagittal reconstruction of ct nephrographic phase image?	rb-48-03-0166-g08	kidney
426what   ct image show?	SNI-2-31-g009	right pedicle blunt pin in-situ
427At what vertebral level is  calcification of  longus colli muscle found?	JETS-8-119-g001	second cervical vertebra
428what   contrast-enhanced abdominal ct show?	IJCCM-15-134-g003	a large hematoma at  duodenal wall
429what   ct angiography show?	1749-8090-9-39-1	massive left pulmonary artery embolism
430what   ct image show (white arrow)?	12245_2015_64_Fig2_HTML	dislocated lens
431what   ct show?	1754-9493-5-2-5	sclerosis of  right sacroiliac joint
432what   screening mri of  brain show?	JPN-5-59-g012	a non-neoplastic hamartomatous lesion
433what  ct of  neck show?	IJRI-18-313-g003	absence of  right lobe of  thyroid
434what  ct axial section show?	ijcpd-06-109-g005	multilocular lytic lesion in  right mandible
435what   abdominal ct show?	kjim-19-1-62-12f1	well-defined mass in  left kidney
436Does  ct show reduced hepatic perfusion?	PG-9-22319-g002	yes
437what anatomical structure show hyperintensity in this axial t2w mri of  brain?	IJRI-20-195-g002	corpus callosum
438what  mri brain t1 flair sequence show?	AJNS-6-116-g003	altered signal intensity in cisterns around  brainstem
439what   contrast enhanced axial ct image show?	JNRP-3-95-g002	contrast enhancement on  right side of  head
440where is  spinal stenosis visible?	SAS-1-2007-0114-CR-g002	C4-C5 and C6-C7 levels
441what   axial ct show?	JCIS-1-51-g017	pericardial thickening
442what   non-contrast ct show?	IJO-60-321-g002	a hypodense lesion
443what   mri show?	SNI-2-31-g008	 dumbbell tumor
444where are  nodules of neurons ectopically situated (arrows)?	tisb-2-e29431-g1	lateral ventricules
445what   axial contrast enhanced ct show?	IJRI-21-176-g005	multiple peritoneal masses
446what can be observed in  ct (arrows)?	13075_2015_698_Fig4_HTML	bilateral enlargement of  accessory parotid glands and main parotid glands
447what   chest mri show?	1749-8090-5-115-3	iso-intensity of  mass
448what   mri show?	JMP-38-41-g001	a retroverted uterine corpus
449what   white arrow show through foramen magnum?	Tanaffos-13-043-g002	herniation of cerebellar tonsils
450what is  abdominal ct showing?	SaudiMedJ-36-252-g001	marked distention and air-fluid levels in  sigmoid colon
451what is  tumor associated with?	cro-0007-0065-g01	lymph node enlargement
452what   ct show?	1865-1380-5-34-1	a left orbital roof fracture
453what is visible in  peritoneal cavity (black arrow)?	IJRI-23-258-g006	free fluid
454what   mri images of  left shoulder show?	IJSS-4-102-g003	an anteroinferior dislocation
455what structure has  abnormality (arrow)?	medi-94-e446-g001	right femur
456what  contrast enhanced axial t1 weighted mri show?	jocmr-03-52-g002	a hypointense cystic mass
457what  ct show?	cro-0005-0030-g02	lung infiltrative processes
458what condition   mri show (arrow)?	IndianJOphthalmol-56-327-g002	sagittal sinus thrombosis
459who   ct of  chest show?	1746-1340-16-8-4	cortical lucency in  right scapula
460what  contrast enhanced chest ct show?	kjh-47-163-g010	matted lymphadenopathy in anterior mediastinum
461where is  mass located?	can-7-374fig1	left pre-auricular region
462what   lumbar spine mri show (arrow)?	1757-1626-2-9325-3	an encapsulated ovoidal retroperitoneal mass
463what anatomical structure crosses between  uteri?	IJU-29-142-g003	rectum
464what   Chest ct show?	kjim-20-177-g003	pericardial effusion with pulmonary edema and atelectasis
465  ct show destruction of bone or paravertebral absecess?	asj-1-102-g003	no
466could this mass be an abscess?	1752-1947-4-45-1	yes
467what structure   uteri open into?	IJU-29-142-g003	 urinary bladder
468is re thickening of  pleura bilaterally?	2047-783X-18-7-1	yes
469what   ct of  abdomen show?	jsls-7-2-159-g02	thickened duodenum and diffuse fat stranding
470what   ct show?	JETS-3-292-g002	fracture of c2 vertebra
471what kind of image is this?	IJEM-17-111-g003	contrast sagittal mri
472what kind of ct view is this?	IJRI-21-215-g001	axial
473what   mass show (arrowheads)?	kjr-8-120-g004	necrosis in  solid portion
474what   saggital section mri show?	IJEM-16-304-g002	pituitary macroadenoma
475what is showd in  ct images?	1476-7120-8-33-3	compression of  left pulmonary vein
476what   mri show?	AIAN-15-23-g007	pachymeningitis
477what   mri show?	IDOJ-4-43-g003	altered signal around left sacroiliac joint
478what   ct image show?	medi-94-e540-g001	pneumonia-like consolidation
479what   thorax ct show?	ATM-02-80-g001	patchy and nodular infiltrations
480what   mid sagittal mri show?	JPN-6-152-g001	sellar mass
481what   ct show?	1865-1380-5-34-2	pneumocephalus
482what  fibroids show?	JCIS-5-18-g011	loss of enhancement
483where is  fluid collected in  ct image?	medi-94-e861-g002	 right elbow joint and forearm
484which organs are displaced anteroinferiorly by  mass?	1757-2215-6-27-2	uterus and  sigmoid colon
485where is  mass located?	1477-7819-2-41-1	close to  thoracic inlet
486where is  mass located?	DRJ-8-114-g004	in  submandibular space
487Is  mass on  right side of  heart?	40064_2014_1009_Fig3_HTML	yes
488what   sagittal t2 mri image of thoracic spine show?	SNI-3-26-g003	syringomyelia and atrophy of thoracic cord
489where are  hyperintense lesions located?	jkms-21-958-g001	lower brainstem and cervical spinal cord
490what abnormality is associated with  lesion (black arrow)?	cancers-03-01253f2	infiltration of  portal vein
491where is  hypodense lesion located?	IJO-60-321-g002	right parieto-occipital region
492what   ct abdomen show?	IJMR-141-129-g001	herniation of  left lobe of  liver
493what   enhancement ct show?	cnd-0005-0145-g03	mesenteric ischemia
494what is  measure of  mass in diameter?	kjim-18-1-45-8f2	about 6 cm
495what is  ct pulmonary angiography scan suggesting?	IJCCM-13-163-g002	pulmonary embolism
496what   axial ct show?	can-8-464fig1	a solid mass in  right axilla
497what   ct image show?	crg-0006-0260-g01	mediastinal emphysema
498what   mri peritoneography show?	ndtplussfq203f01_ht	large fluid collection
499what type of image is this?	JCIS-5-18-g011	mri
500what   ct of  chest show?	1746-1340-16-8-3	mediastinal and hilar adenopathy
501nan	nan	nan
